epoch,accuracy,loss,val_accuracy,val_loss
0,0.819016695022583,0.645107090473175,0.9143999814987183,0.33046093583106995
1,0.8784499764442444,0.4328151345252991,0.92330002784729,0.2816672921180725
2,0.8948000073432922,0.3817056119441986,0.9279999732971191,0.25626513361930847
3,0.9014166593551636,0.3517073094844818,0.9314000010490417,0.23989121615886688
4,0.90788334608078,0.3319476246833801,0.9348999857902527,0.2288537621498108
5,0.9135333299636841,0.3128979504108429,0.9359999895095825,0.2185555249452591
6,0.9163500070571899,0.3013714551925659,0.9391999840736389,0.21045634150505066
7,0.9197999835014343,0.2896970808506012,0.9401000142097473,0.20413291454315186
8,0.9215666651725769,0.2823200821876526,0.9413999915122986,0.19819799065589905
9,0.9227833151817322,0.27488821744918823,0.9424999952316284,0.1935657113790512
10,0.9259999990463257,0.26559165120124817,0.9442999958992004,0.18868577480316162
11,0.9265833497047424,0.25994861125946045,0.9458000063896179,0.1851327121257782
12,0.9294166564941406,0.25308850407600403,0.9470999836921692,0.1810690462589264
13,0.9302666783332825,0.2503460645675659,0.9474999904632568,0.17740564048290253
14,0.9319333434104919,0.24238267540931702,0.948199987411499,0.1745196133852005
