epoch,accuracy,loss,val_accuracy,val_loss
0,0.15916666388511658,2.276369571685791,0.320499986410141,2.118881940841675
1,0.2892833352088928,2.084939956665039,0.5320000052452087,1.9401592016220093
2,0.4063666760921478,1.9209864139556885,0.6517999768257141,1.7687504291534424
3,0.49701666831970215,1.7659318447113037,0.7170000076293945,1.6017274856567383
4,0.555983304977417,1.6250890493392944,0.753600001335144,1.446532964706421
5,0.600600004196167,1.4943780899047852,0.7791000008583069,1.3066948652267456
6,0.6342666745185852,1.3808094263076782,0.8003000020980835,1.1841013431549072
7,0.6619333624839783,1.280342698097229,0.817799985408783,1.0782883167266846
8,0.6817166805267334,1.1968114376068115,0.8274000287055969,0.9885339140892029
9,0.70128333568573,1.1248862743377686,0.8379999995231628,0.9125208258628845
10,0.7155333161354065,1.0602363348007202,0.8464000225067139,0.8477597832679749
11,0.7257000207901001,1.0078575611114502,0.8550000190734863,0.7930734753608704
12,0.7391833066940308,0.9603798389434814,0.8596000075340271,0.7458770871162415
13,0.747866690158844,0.9199075102806091,0.8633999824523926,0.705450713634491
14,0.756933331489563,0.8801041841506958,0.8690000176429749,0.6701154112815857
