0 -0.769476 0.00373591
1 -0.769519 0.00376002
2 -0.768502 0.00393651
3 -0.769278 0.00391336
4 -0.770349 0.00415869
5 -0.77046 0.00404451
6 -0.769659 0.00387453
7 -0.771138 0.00381632
8 -0.772011 0.00389188
9 -0.774044 0.00383275
10 -0.772809 0.003929
11 -0.772909 0.00388567
12 -0.774333 0.00348953
13 -0.773653 0.00370489
14 -0.774571 0.00373603
15 -0.774763 0.00354759
16 -0.775295 0.0032883
17 -0.774948 0.0033479
18 -0.775495 0.00323964
19 -0.775515 0.00333508
20 -0.777297 0.00343006
21 -0.777775 0.00332396
22 -0.778764 0.00293848
23 -0.778854 0.00328543
24 -0.778261 0.00337388
25 -0.778107 0.00322836
26 -0.779016 0.00319744
27 -0.779598 0.00306191
28 -0.779458 0.00309327
29 -0.779226 0.00317651
30 -0.778831 0.0031539
31 -0.779833 0.00315259
32 -0.780372 0.00292485
33 -0.780622 0.00276546
34 -0.780803 0.00264476
35 -0.780557 0.00265579
36 -0.779603 0.00273901
37 -0.78061 0.00279551
38 -0.780991 0.00252721
39 -0.781295 0.00256538
40 -0.781402 0.00266453
41 -0.782162 0.00240186
42 -0.782879 0.00231694
43 -0.783995 0.00248972
44 -0.784462 0.00262121
45 -0.783479 0.00254654
46 -0.783177 0.00250735
47 -0.784849 0.00238375
48 -0.784619 0.002216
49 -0.784032 0.00226289
50 -0.784326 0.00228436
51 -0.785378 0.00216772
52 -0.785222 0.00214597
53 -0.784637 0.00230536
54 -0.782785 0.00243297
55 -0.783324 0.00242436
56 -0.78285 0.00255631
57 -0.782217 0.00266251
58 -0.782648 0.00256377
59 -0.783276 0.00283106
60 -0.784584 0.00271383
61 -0.785418 0.00263415
62 -0.78539 0.00281956
63 -0.784845 0.00280219
64 -0.785144 0.00286978
65 -0.785653 0.0027547
66 -0.786255 0.00278398
67 -0.78598 0.00281108
68 -0.785652 0.00283938
69 -0.785609 0.00275149
70 -0.785316 0.00260037
71 -0.785214 0.00265825
72 -0.785604 0.00290452
73 -0.785597 0.00294881
74 -0.785544 0.00278629
75 -0.784757 0.00298269
76 -0.784505 0.00279049
77 -0.782927 0.00286152
78 -0.78247 0.00297809
79 -0.782095 0.00308094
80 -0.78269 0.00294115
81 -0.782938 0.002848
82 -0.782227 0.00275942
83 -0.782042 0.00280647
84 -0.782176 0.00297343
85 -0.782583 0.00294788
86 -0.78183 0.00272987
87 -0.781582 0.00260408
88 -0.781719 0.00258832
89 -0.781315 0.00244528
90 -0.780421 0.00243138
91 -0.780941 0.00243036
92 -0.78028 0.0021963
93 -0.780826 0.00241555
94 -0.781229 0.00259261
95 -0.781355 0.00257112
96 -0.781272 0.00256263
97 -0.781801 0.00253289
98 -0.781477 0.00243882
99 -0.781126 0.00256675
100 -0.782258 0.00264348
101 -0.781955 0.00267216
102 -0.781306 0.0024895
103 -0.780981 0.00243131
104 -0.780243 0.00254226
105 -0.780535 0.00263824
106 -0.780309 0.00282738
107 -0.780364 0.00296226
108 -0.779564 0.00280344
109 -0.780589 0.00286271
110 -0.782142 0.00284978
111 -0.78114 0.00289498
112 -0.780788 0.00293913
113 -0.78075 0.00278181
114 -0.781063 0.00296135
115 -0.782148 0.00286426
116 -0.782047 0.00282814
117 -0.782139 0.00307482
118 -0.782134 0.00323133
119 -0.781899 0.00326697
120 -0.78263 0.00323978
121 -0.782809 0.00315563
122 -0.78154 0.00309266
123 -0.78194 0.00285032
124 -0.781658 0.00283888
125 -0.780908 0.003169
126 -0.780133 0.00325267
127 -0.779145 0.00314286
128 -0.779268 0.00302227
129 -0.780177 0.00257237
130 -0.781283 0.00248265
131 -0.781457 0.00239441
132 -0.781615 0.00240292
133 -0.781185 0.00245968
134 -0.781408 0.00249289
135 -0.781427 0.00242928
136 -0.782627 0.00253471
137 -0.783222 0.00267201
138 -0.783194 0.00252034
139 -0.784284 0.00264725
140 -0.785492 0.00269639
141 -0.78497 0.00255214
142 -0.785025 0.00245212
143 -0.785106 0.00233894
144 -0.785987 0.00247536
145 -0.785935 0.00237876
146 -0.785626 0.00244926
147 -0.785964 0.00262774
148 -0.785753 0.00268434
149 -0.785217 0.00279956
150 -0.785554 0.00276053
151 -0.784464 0.00262794
152 -0.784604 0.00276849
153 -0.78477 0.00263606
154 -0.784574 0.00269436
155 -0.784005 0.00244252
156 -0.783833 0.00244654
157 -0.784458 0.00248894
158 -0.783592 0.00229432
159 -0.783353 0.00198893
160 -0.783066 0.00206607
161 -0.782806 0.00205447
162 -0.783202 0.00218777
163 -0.78423 0.0022654
164 -0.785225 0.00229694
165 -0.784756 0.002424
166 -0.784935 0.00234235
167 -0.785245 0.00237604
168 -0.785488 0.0027287
169 -0.784404 0.00262105
170 -0.78406 0.00259626
171 -0.783788 0.00265177
172 -0.784635 0.0025677
173 -0.783751 0.00264826
174 -0.783037 0.00275081
175 -0.782946 0.00261016
176 -0.782705 0.00265392
177 -0.782259 0.00281358
178 -0.782801 0.00280344
179 -0.78286 0.00288136
180 -0.783962 0.00272446
181 -0.783715 0.0027401
182 -0.783844 0.00271304
183 -0.783729 0.00296446
184 -0.784103 0.00289767
185 -0.783761 0.00263682
186 -0.783512 0.00251386
187 -0.782559 0.00252943
188 -0.783046 0.00262109
189 -0.783161 0.00260537
190 -0.782748 0.00266391
191 -0.783732 0.00267977
192 -0.783525 0.00280726
193 -0.783724 0.00274576
194 -0.782909 0.00285312
195 -0.783255 0.00309501
196 -0.783203 0.00310259
197 -0.782772 0.00329706
198 -0.782623 0.00324467
199 -0.782457 0.00306148
200 -0.782815 0.00308739
201 -0.783342 0.00304264
202 -0.783367 0.00287922
203 -0.784339 0.0027799
204 -0.783598 0.00289647
205 -0.783182 0.00268691
206 -0.783886 0.00260494
207 -0.783674 0.00293818
208 -0.782811 0.0030451
209 -0.783696 0.0029152
210 -0.783123 0.00296349
211 -0.782163 0.00291789
212 -0.782642 0.00303201
213 -0.78319 0.00328598
214 -0.782885 0.00343806
215 -0.782626 0.00323775
216 -0.783631 0.00328409
217 -0.783191 0.00322947
218 -0.783634 0.00329061
219 -0.784133 0.00317398
220 -0.783146 0.00294621
221 -0.782526 0.00265167
222 -0.78303 0.00255815
223 -0.782878 0.00271843
224 -0.781803 0.00267852
225 -0.781983 0.00282665
226 -0.781522 0.00275771
227 -0.78181 0.00269426
228 -0.781311 0.00283943
229 -0.781256 0.00277826
230 -0.781742 0.00260602
231 -0.781565 0.00266038
232 -0.781725 0.00272917
233 -0.782314 0.0027724
234 -0.78212 0.00277864
235 -0.782219 0.00283434
236 -0.783261 0.00303697
237 -0.78208 0.00290636
238 -0.783202 0.00309792
239 -0.782497 0.00325364
240 -0.782267 0.00311806
241 -0.782534 0.00327545
242 -0.782791 0.00346761
243 -0.781864 0.00342864
244 -0.782638 0.00341298
245 -0.782552 0.00322993
246 -0.782269 0.00301835
247 -0.782599 0.00299159
248 -0.782371 0.00312552
249 -0.782673 0.00319146
250 -0.784059 0.00316774
251 -0.784485 0.00328753
252 -0.78379 0.0032393
253 -0.783683 0.00354559
254 -0.783493 0.00341298
255 -0.783794 0.00329477
256 -0.783008 0.00312467
257 -0.783293 0.00297934
258 -0.783996 0.00288899
259 -0.784092 0.00303228
260 -0.784245 0.0029488
261 -0.783989 0.00307968
262 -0.783892 0.00305247
263 -0.783895 0.00308261
264 -0.784891 0.00338073
265 -0.785354 0.00326245
266 -0.785658 0.00346968
267 -0.78617 0.00354365
268 -0.785615 0.00343924
269 -0.785543 0.00327133
270 -0.78607 0.00316581
271 -0.78524 0.00315115
272 -0.785273 0.00322987
273 -0.784621 0.00312094
274 -0.784275 0.00327819
275 -0.782927 0.00340966
276 -0.782412 0.00348704
277 -0.782327 0.00342702
278 -0.782736 0.00350514
279 -0.783496 0.00364635
280 -0.784159 0.00360142
281 -0.783258 0.00364375
282 -0.781864 0.00359556
283 -0.780938 0.00348308
284 -0.779915 0.0036466
285 -0.779992 0.00345012
286 -0.780399 0.00367115
287 -0.779412 0.00358237
288 -0.77697 0.00345319
289 -0.775762 0.00335645
290 -0.776101 0.00364301
291 -0.776156 0.0037051
292 -0.775319 0.00383922
293 -0.774294 0.00359256
294 -0.773492 0.00339968
295 -0.773169 0.00360133
296 -0.773202 0.00360549
297 -0.772223 0.00339398
298 -0.772493 0.00337855
299 -0.770212 0.0031318
