epoch,accuracy,loss,val_accuracy,val_loss
0,0.0,0.19323398172855377,0.0,0.18386505544185638
1,0.0,0.15070529282093048,0.0,0.14039604365825653
2,0.0,0.13649581372737885,0.0,0.15049688518047333
3,0.0,0.1261526495218277,0.0,0.11799141019582748
4,0.0,0.11688826233148575,0.0,0.11496724933385849
5,0.0,0.10360967367887497,0.0,0.08752291649580002
6,0.0,0.09449610114097595,0.0,0.08231357485055923
7,0.0,0.08258984237909317,0.0,0.07014316320419312
8,0.0,0.07151877135038376,0.0,0.06389201432466507
9,0.0,0.06298486888408661,0.0,0.07130341231822968
10,0.0,0.05341234430670738,0.0,0.0666096955537796
11,0.0,0.042963091284036636,0.0,0.03881431370973587
12,0.0,0.03444904834032059,0.0,0.04805566743016243
13,0.0,0.02852371148765087,0.0,0.018134601414203644
14,0.0,0.024314479902386665,0.0,0.020995795726776123
15,0.0,0.0180454533547163,0.0,0.024682318791747093
16,0.0,0.017076723277568817,0.0,0.01973298378288746
17,0.0,0.013540055602788925,0.0,0.01300890650600195
18,0.0,0.012985662557184696,0.0,0.012757493183016777
19,0.0,0.011061245575547218,0.0,0.018090270459651947
20,0.0,0.008953876793384552,0.0,0.005993681959807873
21,0.0,0.008467769250273705,0.0,0.006212033797055483
22,0.0,0.008684650994837284,0.0,0.011372225359082222
23,0.0,0.007496455684304237,0.0,0.004550972953438759
24,0.0,0.007303246296942234,0.0,0.0017867517890408635
25,0.0,0.006332809571176767,0.0,0.01409783586859703
26,0.0,0.006668964400887489,0.0,0.0023902151733636856
27,0.0,0.006402859464287758,0.0,0.0039018425159156322
28,0.0,0.005095889791846275,0.0,0.019798101857304573
29,0.0,0.006169918458908796,0.0,0.006885957904160023
30,0.0,0.005833013448864222,0.0,0.002124370774254203
31,0.0,0.0054138354025781155,0.0,0.00888130348175764
32,0.0,0.004877099301666021,0.0,0.019373280927538872
33,0.0,0.006811665836721659,0.0,0.005806232802569866
34,0.0,0.0050233155488967896,0.0,0.0017928037559613585
35,0.0,0.004212189931422472,0.0,0.0022402263712137938
36,0.0,0.00550421979278326,0.0,0.008837989531457424
37,0.0,0.0056974636390805244,0.0,0.013061732985079288
38,0.0,0.004420041106641293,0.0,0.0020417107734829187
39,0.0,0.00446098018437624,0.0,0.0023621516302227974
40,0.0,0.0049021621234714985,0.0,0.013643048703670502
41,0.0,0.005710442550480366,0.0,0.0023429417051374912
42,0.0,0.004191798623651266,0.0,0.002982643898576498
43,0.0,0.003778917482122779,0.0,0.009282734245061874
44,0.0,0.005138183943927288,0.0,0.004871207755059004
45,0.0,0.004075782839208841,0.0,0.012113209813833237
46,0.0,0.004538515117019415,0.0,0.0022709190379828215
47,0.0,0.004455711226910353,0.0,0.012107222341001034
48,0.0,0.0044640954583883286,0.0,0.003956502769142389
49,0.0,0.004233199637383223,0.0,0.004684389568865299
50,0.0,0.0036238813772797585,0.0,0.0009835152886807919
51,0.0,0.00341021572239697,0.0,0.004533515311777592
52,0.0,0.004017394967377186,0.0,0.005365239456295967
53,0.0,0.004564906470477581,0.0,0.002270104829221964
54,0.0,0.0035636955872178078,0.0,0.011247273534536362
55,0.0,0.0034708473831415176,0.0,0.02748345397412777
56,0.0,0.003934381529688835,0.0,0.0006476047565229237
57,0.0,0.0039908201433718204,0.0,0.0010494207963347435
58,0.0,0.003075535874813795,0.0,0.0019387700594961643
59,0.0,0.004293395206332207,0.0,0.013743030838668346
60,0.0,0.004524098709225655,0.0,0.007810481358319521
61,0.0,0.003109908429905772,0.0,0.0029699704609811306
62,0.0,0.003193526528775692,0.0,0.0017234146362170577
63,0.0,0.00404778029769659,0.0,0.0014250320382416248
64,0.0,0.0038835525047034025,0.0,0.0009124029893428087
65,0.0,0.0031187464483082294,0.0,0.0019234099891036749
66,0.0,0.004650698974728584,0.0,0.006833695340901613
67,0.0,0.002942390041425824,0.0,0.0040894728153944016
68,0.0,0.003835804294794798,0.0,0.0026011907029896975
69,0.0,0.00375181226991117,0.0,0.005725694354623556
70,0.0,0.0024378516245633364,0.0,0.001112713827751577
71,0.0,0.003960211295634508,0.0,0.0063461665995419025
72,0.0,0.003074775217100978,0.0,0.007094795815646648
73,0.0,0.0028251318726688623,0.0,0.0010371074313297868
74,0.0,0.004029508214443922,0.0,0.002256440930068493
75,0.0,0.0034772639628499746,0.0,0.005036966409534216
76,0.0,0.0032272154930979013,0.0,0.001240203739143908
77,0.0,0.0027817103546112776,0.0,0.0013755863765254617
78,0.0,0.0035041742958128452,0.0,0.00449227262288332
79,0.0,0.003680554451420903,0.0,0.0017467811703681946
80,0.0,0.0029656358528882265,0.0,0.004892665892839432
81,0.0,0.0029599610716104507,0.0,0.0006939886370673776
82,0.0,0.0031518794130533934,0.0,0.0017201798036694527
83,0.0,0.0024093559477478266,0.0,0.004704991355538368
84,0.0,0.003652385203167796,0.0,0.0006882293382659554
85,0.0,0.002872281474992633,0.0,0.00038937985664233565
86,0.0,0.0036010383628308773,0.0,0.001913563348352909
87,0.0,0.0027682764921337366,0.0,0.0008380463114008307
88,0.0,0.0028699978720396757,0.0,0.0025892022531479597
89,0.0,0.0032438256312161684,0.0,0.005386660806834698
90,0.0,0.00277737807482481,0.0,0.002896548481658101
91,0.0,0.0025899324100464582,0.0,0.000731420295778662
92,0.0,0.0034931206610053778,0.0,0.0016293828375637531
93,0.0,0.0021381289698183537,0.0,0.004881580360233784
94,0.0,0.0032087070867419243,0.0,0.005726503673940897
95,0.0,0.002519819885492325,0.0,0.001984274946153164
96,0.0,0.0033449502661824226,0.0,0.0003800242266152054
97,0.0,0.0025097462348639965,0.0,0.00047490064753219485
98,0.0,0.0034303695429116488,0.0,0.0006008078926242888
99,0.0,0.002594311023131013,0.0,0.0006685613770969212
100,0.0,0.0024933400563895702,0.0,0.00039195147110149264
101,0.0,0.003011255757883191,0.0,0.0019270736956968904
102,0.0,0.002535485662519932,0.0,0.0060434490442276
103,0.0,0.002754181856289506,0.0,0.0023048818111419678
104,0.0,0.002915704622864723,0.0,0.0013513116864487529
105,0.0,0.002361313672736287,0.0,0.009645156562328339
106,0.0,0.0025532448198646307,0.0,0.0016046311939135194
107,0.0,0.0026490301825106144,0.0,0.0032532885670661926
108,0.0,0.00262419949285686,0.0,0.006065391935408115
109,0.0,0.0028953086584806442,0.0,0.0022691364865750074
110,0.0,0.002105157822370529,0.0,0.0005632383399643004
111,0.0,0.0029899757355451584,0.0,0.0017131634522229433
112,0.0,0.0022352351807057858,0.0,0.0005056988447904587
113,0.0,0.0019081446807831526,0.0,0.004475419409573078
114,0.0,0.002874560421332717,0.0,0.0033461698330938816
